education,income,recency,mnt_wines,mnt_fruits,mnt_meat_products,mnt_fish_products,mnt_sweet_products,mnt_gold_prods,num_deals_purchases,num_web_purchases,num_catalog_purchases,num_store_purchases,num_web_visits_month,complain,response,age,family_size,total_spending,days_as_customer,offers_responded_to,parental_status,cluster
3,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,0,0,59,4,35,4216,0,1,1
4,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,0,0,64,2,493,4430,1,1,2
4,56242.0,72,689,8,167,11,8,88,5,8,4,11,6,0,0,55,3,971,4280,0,1,2
2,48904.0,1,283,10,38,0,13,27,4,7,2,4,8,0,0,64,2,371,4371,0,1,2
2,56243.0,26,347,0,35,4,3,7,6,4,2,8,5,0,0,49,4,396,3978,0,1,2
2,21355.0,5,5,13,14,0,5,31,2,2,1,2,6,0,1,39,3,68,4110,2,1,1
3,57420.0,22,280,0,18,0,0,24,3,5,1,6,7,0,0,53,3,322,4166,1,1,2
3,51381.5,39,187,5,65,26,20,14,2,4,2,6,5,0,0,54,3,317,4251,0,1,2
3,46390.0,56,95,14,64,2,9,38,1,4,2,3,7,0,0,69,2,222,3852,0,1,1
1,54342.0,74,84,10,34,11,10,28,4,3,1,4,6,0,0,68,4,177,4158,0,1,1
2,51381.5,87,19,4,12,2,2,6,1,1,0,3,5,0,0,66,4,45,4461,0,1,1
1,51381.5,49,5,1,9,2,0,4,1,1,0,2,7,0,0,60,3,21,3965,0,1,1
2,20895.0,24,18,3,17,3,0,4,1,2,0,3,9,0,0,51,3,45,4428,0,1,1
2,92344.0,9,992,24,694,51,19,119,0,5,10,5,1,0,0,76,2,1899,3962,2,0,0
4,51381.5,17,25,1,13,0,0,3,1,1,0,3,7,0,0,52,3,42,3916,0,1,1
1,26907.0,10,9,1,7,0,3,2,2,1,0,3,7,0,0,48,4,22,4110,0,1,1
2,44964.0,35,19,1,17,2,0,2,1,1,0,3,8,0,0,44,4,41,4357,0,1,1
2,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,45,2,1440,3855,0,0,0
3,53761.0,7,158,0,76,13,7,71,6,4,4,3,5,0,0,52,4,325,4058,0,1,2
2,22682.0,51,10,14,29,4,2,36,3,2,1,4,4,0,0,51,3,95,4066,0,1,1
4,38887.0,17,25,1,13,0,0,3,1,1,0,3,7,0,0,52,3,42,3916,0,1,1
1,41658.0,30,8,4,12,15,4,29,2,1,1,2,4,0,0,49,3,72,4394,0,1,1
4,29791.0,21,14,0,6,0,0,0,2,2,0,3,5,0,0,52,3,20,3842,0,1,1
3,63915.0,2,622,7,115,30,0,15,2,6,3,12,5,0,0,68,4,789,4131,0,1,2
2,39996.0,85,11,0,3,0,0,1,1,1,0,2,6,0,0,50,3,15,3835,0,1,1
2,26759.0,65,25,3,16,8,5,2,2,2,1,3,6,0,0,52,2,59,3939,0,1,1
3,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,56,2,908,4231,0,1,2
4,51039.0,11,100,64,79,65,0,109,2,6,2,4,7,0,0,55,4,417,4363,0,1,2
2,60544.0,92,201,2,43,3,5,35,4,5,1,5,6,0,0,63,4,289,4470,0,1,2
2,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,0,0,52,3,769,3889,0,1,2
2,37716.0,4,97,1,41,6,2,41,2,4,1,3,7,0,0,71,3,188,3866,0,1,1
2,36864.0,53,204,5,39,17,0,89,3,5,2,4,8,0,1,67,2,354,4482,1,1,2
3,44511.0,39,513,7,133,46,14,14,6,8,4,8,8,0,0,54,3,727,4422,0,1,2
4,36947.0,49,88,3,21,4,1,29,4,3,0,4,9,0,0,57,4,146,4488,0,1,1
3,47352.0,70,172,12,112,8,0,15,4,6,1,5,7,0,0,73,3,319,4241,0,1,2
3,67087.0,40,329,35,222,130,35,43,2,7,5,8,4,0,0,71,3,794,3991,0,1,2
2,57045.0,40,296,13,104,11,13,17,3,4,2,9,3,0,0,74,3,454,4456,0,1,2
4,36957.0,43,100,2,16,2,1,31,4,3,2,2,9,0,1,71,3,152,4458,1,1,2
4,69389.0,17,422,7,238,69,46,15,1,7,2,12,4,0,0,47,3,797,4436,0,1,2
2,80134.0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,52,3,1690,4202,4,1,0
3,43142.0,84,5,1,7,2,1,4,1,1,0,2,7,0,0,55,4,20,3928,0,1,1
2,80589.0,25,507,93,520,242,40,26,1,5,10,5,1,0,1,80,2,1428,3955,2,0,0
2,34412.0,62,52,12,50,4,36,55,3,5,0,3,9,0,0,34,2,209,4298,0,1,1
2,57537.0,83,191,56,139,51,8,100,4,4,3,8,4,0,0,45,2,545,4181,0,1,2
0,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,58,2,96,4326,0,0,1
2,51315.0,45,68,28,39,16,30,41,1,2,2,5,2,0,0,76,2,222,3923,0,0,1
2,36026.0,34,20,4,10,6,4,17,2,2,0,3,6,0,0,52,5,61,3902,0,1,1
2,24639.0,3,20,3,16,0,4,1,3,2,0,4,6,0,0,51,4,44,3949,0,1,1
4,34578.0,1,7,0,1,0,0,0,1,1,0,2,6,0,0,52,5,8,3876,0,1,1
1,65704.0,18,279,172,74,38,8,246,1,2,10,10,1,0,0,52,1,817,4056,0,0,0
2,63810.0,45,977,12,253,16,12,101,4,4,3,12,8,0,0,58,2,1371,4392,1,1,2
4,54132.0,81,30,1,8,0,0,3,1,1,0,3,7,0,0,55,3,42,3930,0,1,1
2,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,65,2,60,4345,0,0,1
2,28164.0,23,3,18,26,11,8,12,3,2,0,4,7,0,0,54,3,78,4218,0,1,1
4,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,50,3,23,4239,0,1,1
4,43269.0,61,10,1,7,0,0,1,1,1,0,2,8,0,0,52,3,19,4083,0,1,1
1,38741.0,60,7,10,17,8,6,13,2,2,0,3,7,0,0,66,3,61,3888,0,1,1
2,31907.0,75,33,87,64,175,16,74,1,6,1,6,7,0,0,52,1,449,4279,0,0,0
3,27100.0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,41,3,37,4247,0,1,1
1,31163.0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,51,2,38,3933,0,1,1
2,92533.0,84,693,21,118,110,147,42,1,6,5,11,2,0,0,39,2,1131,3989,2,0,0
2,34853.0,75,9,3,15,2,3,2,2,2,0,3,6,0,0,51,3,34,3985,0,1,1
2,70844.0,16,129,26,67,3,67,2,5,6,1,5,7,0,0,57,3,294,4039,0,1,2
1,31086.0,79,16,2,11,3,0,16,2,1,1,2,8,0,0,45,4,48,4218,1,1,1
2,60544.0,92,201,2,43,3,5,35,4,5,1,5,6,0,0,63,4,289,4470,0,1,2
1,20491.0,16,5,4,5,4,2,10,1,0,1,2,7,0,0,38,2,30,4317,0,0,1
2,42523.0,96,14,36,11,3,26,35,1,1,1,4,2,0,0,60,2,125,3864,0,0,1
2,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,41,3,156,4297,0,1,1
2,33402.0,60,26,2,19,10,5,8,3,2,1,3,8,0,0,72,4,70,4143,0,1,1
3,36408.0,11,9,1,4,3,2,3,1,1,0,2,6,0,0,75,4,22,4078,0,1,1
2,21645.0,75,14,0,23,4,5,19,3,3,0,3,9,0,1,45,3,65,4461,1,1,1
3,78427.0,36,972,19,595,180,26,138,3,3,7,10,3,0,1,76,1,1930,4410,2,0,0
2,82657.0,71,966,168,672,246,105,126,1,7,5,10,4,0,0,78,2,2283,4072,2,0,0
2,51876.0,88,99,27,102,28,48,6,1,2,2,8,1,0,0,66,2,310,4054,0,0,0
1,78041.0,93,482,35,553,72,160,17,1,4,4,9,2,0,0,53,2,1319,4357,0,0,0
2,52852.0,93,714,8,99,11,0,47,4,10,7,5,8,0,0,67,3,879,4372,1,1,2
4,70038.0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,42,2,1244,4044,0,0,0
1,69401.0,41,399,27,159,58,8,39,4,4,4,5,2,0,0,51,3,690,3895,0,1,2
2,46053.0,46,56,10,92,19,7,25,3,3,2,4,5,0,0,52,3,209,4294,0,1,1
2,77343.0,28,227,151,573,98,54,31,1,3,4,9,1,0,0,59,2,1134,3817,0,0,0
2,73892.0,40,703,102,601,0,58,43,1,3,11,8,1,0,1,71,1,1507,4025,1,0,0
4,40304.0,82,37,0,17,0,0,3,1,2,0,3,7,0,0,57,2,57,4069,0,1,1
4,32727.0,38,167,13,180,86,13,70,2,7,3,5,8,0,0,59,2,529,4467,0,0,2
2,68695.0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,55,2,1091,3801,0,0,0
2,43300.0,87,91,3,52,2,1,31,3,4,0,4,8,0,1,53,2,180,4421,1,1,1
2,26290.0,49,15,8,16,11,5,22,4,2,0,4,6,0,0,52,4,77,4330,0,1,1
2,93790.0,16,1302,68,731,89,114,45,0,6,7,12,2,0,1,54,1,2349,3934,4,0,0
4,38410.0,65,153,64,123,116,64,14,2,5,2,9,6,0,1,50,2,534,4450,1,0,0
3,64866.0,9,508,5,21,7,5,10,4,7,3,7,5,0,0,74,2,556,3951,1,1,2
2,57957.0,24,290,59,177,77,5,29,7,4,6,8,3,1,0,65,3,637,4111,0,1,2
4,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,0,0,69,4,46,3874,2,1,1
2,16531.0,43,2,13,6,7,5,11,3,3,0,3,7,0,0,46,3,44,3808,0,1,1
3,28072.0,10,30,0,10,2,0,5,1,1,0,3,7,0,0,38,3,47,4153,0,1,1
3,49476.0,29,386,23,95,54,41,196,4,2,11,5,2,0,0,61,2,795,4171,0,1,2
2,50725.0,45,443,10,75,0,10,48,4,8,1,8,8,0,0,71,3,586,4298,0,1,2
2,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,72,2,1574,4210,1,0,0
4,41145.0,20,9,0,3,0,0,1,1,0,0,3,3,0,0,74,4,13,3938,0,1,1
2,67419.0,29,846,84,352,91,56,42,4,9,4,8,5,0,0,54,3,1471,4326,0,1,2
1,23162.0,82,8,3,9,19,4,22,3,1,1,3,6,0,0,54,4,65,3987,0,1,1
2,34380.0,68,72,7,58,13,1,24,4,4,1,3,8,0,0,47,3,175,4220,0,1,1
2,34704.0,65,29,0,5,0,1,5,1,1,0,3,5,0,0,58,2,40,4225,0,1,1
4,94871.0,99,169,24,553,188,0,144,1,8,5,4,7,0,1,55,4,1078,4463,3,1,2
2,65148.0,9,460,35,422,33,12,153,2,6,6,7,4,0,0,66,3,1115,4387,0,1,2
2,39898.0,20,69,8,26,12,7,12,2,3,0,4,7,0,0,70,3,134,4299,0,1,1
3,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,68,1,1540,4380,0,0,0
4,59892.0,26,73,0,13,0,1,0,1,2,1,3,3,0,0,54,3,87,4036,0,1,1
3,41020.0,68,112,1,54,7,7,36,1,3,2,4,3,0,0,37,1,217,4041,0,0,1
4,57072.0,79,944,0,60,0,0,30,2,7,5,13,5,0,0,63,3,1034,3953,1,1,2
2,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,0,0,45,2,1180,4251,0,1,0
2,62807.0,83,526,28,135,10,21,99,3,5,3,12,5,0,0,64,3,819,4464,0,1,2
1,19414.0,32,2,3,12,3,5,7,1,1,0,3,8,0,0,43,3,32,4053,0,1,1
2,19107.0,49,2,4,9,10,5,16,2,1,0,3,7,0,0,44,3,46,4108,0,1,1
1,75484.0,50,378,97,259,197,194,34,2,7,3,6,4,0,0,48,3,1159,4493,0,1,0
3,70379.0,84,553,25,142,65,67,8,3,6,3,13,4,0,0,48,2,860,4280,0,1,2
3,79419.0,96,751,127,687,20,15,31,1,4,6,4,2,0,0,54,2,1631,3804,0,0,0
4,64014.0,56,406,0,30,0,0,8,7,8,2,5,7,0,0,78,5,444,3816,1,1,2
2,76998.0,85,1449,89,161,69,35,107,2,11,8,8,6,0,0,69,3,1910,4331,1,1,0
3,49854.0,63,123,17,171,39,0,30,5,6,2,5,6,0,0,52,3,380,4028,0,1,2
4,60585.0,17,267,42,309,55,42,21,10,7,4,9,5,0,1,53,4,736,4167,1,1,2
4,42873.0,11,209,0,40,3,2,15,4,6,1,4,8,0,0,74,3,269,4321,0,1,2
2,87679.0,62,1259,172,815,97,148,33,1,7,11,10,4,0,1,36,2,2524,4134,4,0,0
2,57867.0,48,344,35,178,15,23,17,7,7,2,9,6,0,0,46,3,612,4068,0,1,2
2,35765.0,86,22,3,30,0,5,15,2,2,0,4,6,0,0,34,3,75,3997,0,1,1
2,65492.0,73,247,161,295,210,85,47,2,4,7,13,2,0,0,65,2,1045,3951,0,0,0
2,32952.0,36,38,0,12,3,1,1,1,2,0,3,7,0,0,47,2,55,4007,0,1,1
4,53374.0,34,896,10,101,13,10,34,6,4,2,9,9,0,1,55,3,1064,4479,2,1,2
2,71706.0,16,931,56,253,91,98,14,4,9,5,7,5,0,0,65,3,1443,4390,0,1,2
2,68487.0,48,758,12,385,33,89,89,1,9,7,13,4,0,0,36,2,1366,4329,0,0,0
3,53253.0,61,216,9,57,20,9,125,7,4,3,5,5,0,0,49,4,436,4300,0,1,2
1,31163.0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,51,2,38,3933,0,1,1
2,42014.0,56,244,15,108,4,15,50,6,7,1,6,8,0,1,47,3,436,4478,1,1,2
3,54108.0,74,539,6,91,8,6,97,13,8,2,9,8,0,0,51,4,747,4398,0,1,2
4,49667.0,35,1181,26,120,17,13,39,2,5,10,5,8,0,1,69,1,1396,4475,2,0,0
3,63206.0,65,750,8,125,11,8,26,1,4,3,6,2,0,0,50,2,928,3898,1,0,0
3,57136.0,48,306,5,109,21,109,92,9,5,2,10,6,0,0,52,4,642,4152,0,1,2
1,46772.0,88,350,104,189,197,151,57,6,11,8,5,8,0,0,49,3,1048,4396,1,1,2
4,78931.0,19,331,197,170,58,152,35,1,2,8,13,1,0,0,53,2,943,4044,0,0,0
2,53977.0,21,620,16,165,0,24,82,5,5,5,12,5,0,0,66,3,907,4183,0,1,2
2,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,36,2,1198,3944,0,0,0
3,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,0,0,49,3,120,4477,0,1,1
2,73538.0,92,811,76,428,99,137,107,3,10,4,9,7,0,0,59,3,1658,4378,0,1,2
2,79529.0,1,423,42,706,73,197,197,1,4,8,9,2,0,0,38,2,1638,3860,0,0,0
1,20981.0,14,2,12,10,6,13,30,1,3,1,2,8,0,1,47,2,73,4222,1,0,1
2,51766.0,74,60,51,87,6,20,51,2,4,2,4,5,0,0,44,2,275,3907,0,1,1
2,55759.0,84,675,0,85,10,7,77,5,10,3,8,8,0,0,62,3,854,4375,0,1,2
2,33039.0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,46,3,78,4090,0,1,1
3,37787.0,50,40,1,40,4,3,18,1,3,0,3,8,0,0,52,3,106,4079,0,1,1
2,27242.0,2,3,17,26,20,1,39,2,2,0,3,9,0,1,54,2,106,4392,1,1,1
4,87188.0,73,910,111,724,49,74,55,1,10,2,6,3,0,1,41,1,1923,4188,1,0,0
2,69930.0,21,252,98,827,219,70,196,1,4,5,12,3,0,0,53,2,1662,4196,0,0,0
2,37697.0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,48,2,84,3939,0,1,1
4,37401.0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,51,3,48,3851,0,1,1
2,3502.0,56,2,1,1,0,0,1,0,0,0,0,14,0,0,51,2,5,4239,0,1,1
2,58597.0,20,490,0,184,10,28,21,12,7,4,9,7,0,0,48,4,733,4383,0,1,2
4,82032.0,54,332,194,377,149,125,57,0,4,6,7,1,0,0,76,1,1234,3882,0,0,0
2,28087.0,77,53,8,17,13,0,21,3,2,2,2,7,0,0,66,4,112,4362,0,1,1
4,74004.0,5,784,48,560,42,176,48,1,4,6,4,3,0,1,37,1,1658,3922,3,0,0
2,19740.0,65,7,11,3,10,4,20,2,1,1,3,5,0,0,64,3,55,4259,0,1,1
1,57036.0,33,1171,43,219,19,14,47,4,6,3,13,9,0,0,49,3,1513,4362,1,1,2
1,53083.0,65,215,7,33,3,0,13,6,5,1,5,7,0,0,66,4,271,4207,1,1,2
4,69283.0,41,674,62,134,0,26,8,4,7,3,13,5,0,0,49,3,904,3812,0,1,2
3,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,0,1,49,3,120,4477,1,1,2
1,23331.0,92,5,36,7,0,10,45,2,3,0,3,8,0,0,36,3,103,4460,0,1,1
1,23331.0,97,104,20,101,24,15,5,6,5,1,5,9,0,0,36,2,269,4429,0,1,1
2,9255.0,91,9,0,7,2,0,4,1,1,1,2,8,0,0,35,2,22,3988,0,1,1
4,67786.0,0,431,82,441,80,20,102,1,3,6,6,1,0,1,65,1,1156,4001,1,0,0
4,71969.0,59,1000,0,76,0,0,10,3,3,4,9,8,0,0,53,3,1086,4418,1,1,2
3,59235.0,4,448,40,469,80,0,91,3,11,2,12,7,0,0,57,2,1128,4330,0,1,2
2,31928.0,5,33,4,24,4,2,5,2,3,0,4,7,0,0,35,3,72,3890,0,1,1
3,74881.0,48,505,72,270,36,27,54,4,9,2,12,5,0,0,63,4,964,4275,0,1,2
2,65819.0,99,267,38,701,149,165,63,1,5,4,10,3,0,0,46,2,1383,4374,0,0,0
4,51411.0,81,14,0,3,0,0,1,1,0,0,3,5,0,0,71,4,18,4196,0,1,1
2,51983.0,95,631,0,115,10,7,30,3,9,2,10,7,0,0,60,2,793,4464,0,1,2
3,42386.0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,38,3,100,4329,0,1,1
1,30390.0,5,10,12,12,25,1,20,1,2,0,3,6,0,0,37,2,80,4097,0,0,1
2,30983.0,50,51,4,50,12,1,49,1,4,0,3,8,0,1,61,1,167,4394,1,0,1
2,66033.0,76,293,35,179,46,59,65,2,8,3,7,7,0,0,67,2,677,4322,0,1,2
1,37284.0,46,11,1,2,2,1,6,1,0,0,3,6,0,0,49,4,23,4254,0,1,1
3,57530.0,68,50,1,27,6,7,1,1,1,1,4,1,0,0,73,2,92,4057,0,1,1
1,76800.0,33,173,26,255,35,71,81,1,4,4,7,1,0,0,59,2,641,3910,0,0,0
2,63943.0,50,423,184,368,13,97,21,1,6,4,6,5,0,0,68,3,1106,4462,0,1,0
2,76081.0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,62,2,1033,3834,1,0,0
2,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,0,0,50,3,1174,4483,0,1,2
3,37054.0,89,12,1,6,0,1,5,2,1,0,3,7,0,0,57,4,25,4084,0,1,1
3,47175.0,81,167,2,44,6,2,19,7,4,2,4,8,0,1,62,4,240,4406,2,1,2
2,31859.0,77,3,1,3,8,0,5,1,1,0,2,7,0,0,48,2,20,4177,0,1,1
2,27215.0,50,30,5,22,8,9,28,4,2,1,4,6,0,0,63,4,102,4319,0,1,1
4,70179.0,10,532,88,168,69,44,133,3,7,3,13,5,0,0,48,2,1034,4140,0,1,2
2,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,41,3,156,4297,0,1,1
3,49681.0,66,411,0,26,0,0,21,6,7,1,7,7,0,0,48,4,458,4034,0,1,2
2,24645.0,16,5,3,4,4,1,0,1,1,0,2,8,0,0,36,3,17,4402,0,1,1
2,79865.0,12,71,99,278,185,121,38,1,5,10,5,1,0,0,70,2,792,3808,0,1,0
2,44322.0,30,46,0,40,3,0,3,2,3,0,3,8,0,0,39,3,92,3810,0,1,1
2,47958.0,8,268,11,88,15,3,22,2,6,3,5,5,0,0,72,2,407,4323,0,1,2
3,63972.0,93,928,63,254,0,12,12,4,5,4,10,4,0,0,60,2,1269,4371,1,1,2
2,75315.0,14,459,15,171,142,23,31,2,5,4,12,2,0,0,70,3,841,3872,0,1,2
4,55517.0,53,483,0,108,0,6,36,5,11,1,6,9,0,1,74,4,633,4437,1,1,2
4,75283.0,26,733,9,180,12,19,66,11,6,3,5,4,0,0,67,5,1019,4256,0,1,2
4,82800.0,23,1006,22,115,59,68,45,1,7,6,12,3,0,1,78,1,1315,4379,3,0,0
2,38998.0,92,34,1,14,0,0,5,3,2,0,3,8,1,0,70,4,54,4400,0,1,1
3,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,0,1,33,1,2525,3933,2,0,0
3,27161.0,41,7,4,23,7,0,11,1,1,0,3,7,0,0,38,3,52,4041,0,1,1
2,42014.0,56,244,15,108,4,15,50,6,7,1,6,8,0,1,47,3,436,4478,1,1,2
4,38201.0,19,233,0,23,0,0,12,4,5,1,5,8,0,0,64,3,268,4254,0,1,2
2,45203.0,4,35,3,67,10,8,24,1,3,1,3,6,0,1,42,4,147,3895,1,1,1
4,81574.0,89,1252,0,465,46,35,0,1,4,5,8,1,0,0,77,2,1798,3859,2,0,0
2,34935.0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,32,2,137,4170,0,0,1
3,60482.0,81,255,43,134,37,14,24,1,7,2,7,7,0,0,48,2,507,4319,0,1,2
2,34633.0,31,8,1,5,0,0,1,1,1,0,2,6,0,0,68,5,15,3954,0,1,1
3,78093.0,53,368,32,639,13,43,10,1,4,7,5,1,0,0,77,2,1105,3997,0,0,0
2,82460.0,78,255,47,573,52,32,15,1,5,3,6,1,0,0,74,1,974,4006,0,0,0
3,45903.0,80,33,8,10,2,10,3,2,2,1,3,4,0,0,58,3,66,3864,0,1,1
2,81361.0,18,163,23,424,27,65,76,1,3,10,13,1,0,1,37,1,778,3921,1,0,0
4,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,0,1,51,3,49,3838,2,1,1
3,40442.0,52,45,12,52,25,22,13,4,3,1,4,7,0,1,72,4,169,4476,1,1,2
2,61482.0,39,48,58,68,16,66,43,1,3,2,6,2,0,0,59,2,299,3799,0,0,0
2,34968.0,11,158,6,45,8,2,2,7,3,2,5,7,0,0,44,3,221,4242,0,1,1
2,75794.0,33,754,160,625,63,32,48,1,7,5,12,3,0,0,37,2,1682,3984,1,0,0
4,31497.0,22,108,1,28,13,1,4,2,3,1,4,8,0,0,62,3,155,4367,0,1,1
2,74268.0,83,199,66,315,97,174,41,1,4,3,5,2,0,0,69,2,892,4297,0,0,0
0,13724.0,43,2,7,5,2,15,27,1,2,0,2,9,0,0,36,3,58,4464,1,1,1
3,45143.0,74,202,5,74,11,5,14,3,6,1,5,7,0,0,59,3,311,4104,0,1,2
4,52569.0,54,85,0,3,0,0,7,1,2,0,4,3,0,0,57,2,95,3882,0,1,1
4,48432.0,3,322,3,50,4,3,42,5,7,1,6,8,0,1,51,2,424,4416,1,1,2
3,17144.0,96,18,2,19,0,2,6,5,3,0,4,7,0,0,64,4,47,3931,0,1,1
2,36108.0,68,141,8,129,3,11,47,3,7,1,4,9,0,0,40,2,339,4054,1,1,2
2,76445.0,2,739,107,309,140,80,35,1,2,5,13,6,0,0,53,3,1410,4436,0,1,0
4,36663.0,40,18,0,6,3,3,5,1,1,1,3,2,0,0,49,3,35,3862,0,1,1
3,53843.0,64,378,0,88,19,4,73,4,8,5,3,7,0,0,59,3,562,4164,0,1,2
3,90226.0,26,1083,108,649,253,151,108,1,4,7,12,2,0,0,68,2,2352,4438,1,0,0
3,70638.0,69,1016,12,215,16,12,63,1,4,5,10,3,0,0,69,1,1334,4190,1,0,0
2,44512.0,57,23,1,6,0,0,2,2,1,0,3,4,0,0,64,4,32,4100,0,1,1
2,27116.0,78,12,1,21,2,2,3,2,2,0,3,7,0,0,63,4,41,3916,0,1,1
4,54072.0,71,35,0,4,0,0,0,1,2,0,2,8,0,0,61,4,39,4134,0,1,1
2,71855.0,59,548,31,422,0,112,28,4,5,5,11,3,0,0,47,3,1141,4326,0,1,2
1,51250.0,28,342,32,230,34,32,40,5,10,5,4,9,0,0,34,2,710,4253,1,1,2
3,60432.0,61,365,3,15,4,3,11,5,7,2,5,6,0,0,51,3,401,3909,0,1,2
4,65526.0,22,397,19,69,12,0,9,1,4,4,8,2,0,0,60,3,506,3876,0,1,2
2,68655.0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,36,1,1538,4485,0,0,0
1,12393.0,38,5,6,15,11,7,13,1,2,0,3,9,0,0,46,2,57,4369,0,0,1
2,64509.0,19,836,185,575,24,25,77,1,6,3,9,4,0,1,34,1,1722,4113,2,0,0
2,33955.0,92,100,2,128,23,7,10,4,5,1,5,8,0,0,49,2,270,4121,0,1,1
2,31353.0,24,10,0,10,3,1,7,2,1,1,2,8,0,1,47,4,31,3979,1,1,1
2,55434.0,21,238,115,215,169,69,76,3,5,3,13,4,0,0,40,3,882,4064,0,1,0
2,28359.0,35,6,0,5,2,1,2,1,1,0,2,7,0,0,41,3,16,4042,0,1,1
2,57100.0,9,158,11,99,15,11,17,2,3,2,7,3,0,0,37,2,311,3839,0,1,1
2,69139.0,23,86,12,75,33,15,6,1,4,1,5,4,0,0,59,3,227,3950,0,1,1
3,52973.0,92,856,0,76,12,9,199,7,9,6,9,8,0,0,68,3,1152,4395,0,1,2
4,51717.0,55,98,1,17,0,1,5,1,3,0,4,7,0,0,59,3,122,4110,1,1,1
2,18793.0,14,4,16,20,0,17,20,3,2,0,4,8,0,0,53,3,77,4330,0,1,1
1,66664.0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,42,2,1289,4439,0,0,0
2,50664.0,64,313,8,104,6,4,126,9,8,1,6,9,0,0,65,3,561,4326,0,1,2
2,54414.0,49,109,18,16,24,26,18,4,3,1,5,4,0,0,61,4,211,4319,0,1,1
4,54549.0,8,216,2,6,0,0,9,2,5,1,4,7,0,0,72,3,233,3915,0,1,1
4,47111.0,35,595,71,153,120,112,41,6,3,2,10,9,0,0,53,2,1092,4456,0,1,2
4,41003.0,11,123,133,142,71,44,88,1,6,2,8,6,0,0,61,1,601,4266,0,0,0
2,19444.0,8,16,0,23,3,2,10,3,4,1,2,7,0,1,42,3,54,3924,1,1,1
1,36301.0,53,11,12,35,3,5,12,1,3,0,3,7,0,0,48,3,78,4044,0,1,1
4,73059.0,36,410,112,420,0,82,71,1,9,3,13,4,0,0,77,3,1095,4099,0,1,0
4,42731.0,64,159,2,51,6,2,24,3,4,1,5,5,0,0,55,3,244,4048,0,1,1
4,52854.0,43,105,0,10,0,1,0,2,2,1,4,5,0,0,65,4,116,3894,0,1,1
2,22775.0,40,5,1,8,0,0,1,1,1,0,2,8,0,0,46,3,15,4172,0,1,1
4,46681.0,52,269,15,69,15,19,38,2,4,6,4,5,0,0,76,4,425,4061,0,1,2
4,59821.0,11,629,0,70,0,0,35,6,11,2,7,8,0,0,69,3,734,4240,0,1,2
2,50002.0,21,443,5,71,21,16,82,2,8,2,7,7,0,0,70,2,638,4174,0,1,2
2,69755.0,23,217,77,373,111,23,93,1,3,6,12,1,0,0,79,2,894,4067,0,0,0
2,44078.0,17,24,1,10,2,0,4,2,2,0,3,5,0,0,55,4,41,3807,0,1,1
3,30560.0,6,9,1,5,4,5,7,1,1,0,3,7,0,0,48,3,31,4164,0,1,1
3,35924.0,56,8,0,14,2,3,7,1,1,0,3,5,0,0,55,4,34,3895,0,1,1
4,64140.0,71,1459,0,61,0,15,215,5,2,5,6,5,0,1,60,3,1750,4076,4,1,2
2,56386.0,51,230,48,214,13,32,75,8,9,1,7,9,0,0,43,4,612,4407,0,1,2
0,24594.0,94,1,3,6,10,0,9,1,1,0,3,5,0,0,45,3,29,3998,0,1,1
1,75774.0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,43,3,823,3855,0,1,0
3,39228.0,1,7,1,6,0,3,3,1,0,0,3,4,0,0,64,1,20,4212,0,0,1
3,58494.0,56,298,7,68,4,0,19,2,6,2,6,6,0,0,50,3,396,3996,0,1,2
